year	stock	age	CAA
1973	SNEMAyt	7	917.0
1974	SNEMAyt	7	1474.0
1975	SNEMAyt	7	416.0
1976	SNEMAyt	7	230.0
1977	SNEMAyt	7	167.0
1978	SNEMAyt	7	70.0
1979	SNEMAyt	7	29.0
1980	SNEMAyt	7	22.0
1981	SNEMAyt	7	17.0
1982	SNEMAyt	7	7.0
1983	SNEMAyt	7	37.0
1984	SNEMAyt	7	16.0
1985	SNEMAyt	7	38.0
1986	SNEMAyt	7	21.0
1987	SNEMAyt	7	9.0
1988	SNEMAyt	7	6.0
1989	SNEMAyt	7	0.0
1990	SNEMAyt	7	0.0
1991	SNEMAyt	7	17.0
1992	SNEMAyt	7	4.0
1993	SNEMAyt	7	0.0
1994	SNEMAyt	7	5.0
1995	SNEMAyt	7	17.0
1996	SNEMAyt	7	6.0
1997	SNEMAyt	7	22.0
1998	SNEMAyt	7	1.0
1999	SNEMAyt	7	2.0
2000	SNEMAyt	7	1.0
2001	SNEMAyt	7	14.0
2002	SNEMAyt	7	0.0
2003	SNEMAyt	7	5.0
2004	SNEMAyt	7	6.0
2005	SNEMAyt	7	19.0
2006	SNEMAyt	7	27.0
2007	SNEMAyt	7	11.0
2008	SNEMAyt	7	2.0
2009	SNEMAyt	7	1.0
2010	SNEMAyt	7	3.0
2011	SNEMAyt	7	18.0
1973	SNEMAyt	8	63.0
1974	SNEMAyt	8	276.0
1975	SNEMAyt	8	244.0
1976	SNEMAyt	8	189.0
1977	SNEMAyt	8	178.0
1978	SNEMAyt	8	48.0
1979	SNEMAyt	8	1.0
1980	SNEMAyt	8	16.0
1981	SNEMAyt	8	5.0
1982	SNEMAyt	8	0.0
1983	SNEMAyt	8	9.0
1984	SNEMAyt	8	14.0
1985	SNEMAyt	8	4.0
1986	SNEMAyt	8	1.0
1987	SNEMAyt	8	1.0
1988	SNEMAyt	8	0.0
1989	SNEMAyt	8	0.0
1990	SNEMAyt	8	0.0
1991	SNEMAyt	8	0.0
1992	SNEMAyt	8	0.0
1993	SNEMAyt	8	0.0
1994	SNEMAyt	8	0.0
1995	SNEMAyt	8	3.0
1996	SNEMAyt	8	4.0
1997	SNEMAyt	8	9.0
1998	SNEMAyt	8	0.0
1999	SNEMAyt	8	0.0
2000	SNEMAyt	8	0.0
2001	SNEMAyt	8	2.0
2002	SNEMAyt	8	0.0
2003	SNEMAyt	8	1.0
2004	SNEMAyt	8	10.0
2005	SNEMAyt	8	0.0
2006	SNEMAyt	8	10.0
2007	SNEMAyt	8	7.0
2008	SNEMAyt	8	1.0
2009	SNEMAyt	8	369.0
2010	SNEMAyt	8	0.0
2011	SNEMAyt	8	1.0
1981	SNEMAwinter	1	1380.0
1982	SNEMAwinter	1	575.0
1983	SNEMAwinter	1	616.0
1984	SNEMAwinter	1	493.0
1985	SNEMAwinter	1	274.0
1986	SNEMAwinter	1	216.0
1987	SNEMAwinter	1	74.0
1988	SNEMAwinter	1	85.0
1989	SNEMAwinter	1	468.0
1990	SNEMAwinter	1	36.0
1991	SNEMAwinter	1	52.0
1992	SNEMAwinter	1	25.0
1993	SNEMAwinter	1	292.0
1994	SNEMAwinter	1	251.0
1995	SNEMAwinter	1	88.0
1996	SNEMAwinter	1	171.0
1997	SNEMAwinter	1	88.0
1998	SNEMAwinter	1	16.0
1999	SNEMAwinter	1	5.0
2000	SNEMAwinter	1	43.0
2001	SNEMAwinter	1	35.0
2002	SNEMAwinter	1	14.0
2003	SNEMAwinter	1	15.0
2004	SNEMAwinter	1	36.0
2005	SNEMAwinter	1	32.0
2006	SNEMAwinter	1	39.0
2007	SNEMAwinter	1	7.0
2008	SNEMAwinter	1	34.0
2009	SNEMAwinter	1	83.0
2010	SNEMAwinter	1	67.0
2011	SNEMAwinter	1	222.0
2012	SNEMAwinter	1	33.0
2013	SNEMAwinter	1	45.0
2014	SNEMAwinter	1	34.0
1981	SNEMAwinter	2	14183.0
1982	SNEMAwinter	2	14153.0
1983	SNEMAwinter	2	7232.0
1984	SNEMAwinter	2	11470.0
1985	SNEMAwinter	2	7342.0
1986	SNEMAwinter	2	6327.0
1987	SNEMAwinter	2	5265.0
1988	SNEMAwinter	2	3946.0
1989	SNEMAwinter	2	5275.0
1990	SNEMAwinter	2	2110.0
1991	SNEMAwinter	2	3029.0
1992	SNEMAwinter	2	1507.0
1993	SNEMAwinter	2	2200.0
1994	SNEMAwinter	2	2612.0
1995	SNEMAwinter	2	654.0
1996	SNEMAwinter	2	1050.0
1997	SNEMAwinter	2	1841.0
1998	SNEMAwinter	2	1371.0
1999	SNEMAwinter	2	2146.0
2000	SNEMAwinter	2	1336.0
2001	SNEMAwinter	2	1689.0
2002	SNEMAwinter	2	478.0
2003	SNEMAwinter	2	498.0
2004	SNEMAwinter	2	378.0
2005	SNEMAwinter	2	417.0
2006	SNEMAwinter	2	758.0
2007	SNEMAwinter	2	335.0
2008	SNEMAwinter	2	243.0
2009	SNEMAwinter	2	195.0
2010	SNEMAwinter	2	87.0
2011	SNEMAwinter	2	169.0
2012	SNEMAwinter	2	158.0
2013	SNEMAwinter	2	209.0
2014	SNEMAwinter	2	50.0
1981	SNEMAwinter	3	14401.0
1982	SNEMAwinter	3	12374.0
1983	SNEMAwinter	3	13273.0
1984	SNEMAwinter	3	13940.0
1985	SNEMAwinter	3	12771.0
1986	SNEMAwinter	3	9101.0
1987	SNEMAwinter	3	8988.0
1988	SNEMAwinter	3	9401.0
1989	SNEMAwinter	3	7208.0
1990	SNEMAwinter	3	6276.0
1991	SNEMAwinter	3	7146.0
1992	SNEMAwinter	3	4460.0
1993	SNEMAwinter	3	3520.0
1994	SNEMAwinter	3	2339.0
1995	SNEMAwinter	3	3112.0
1996	SNEMAwinter	3	3289.0
1997	SNEMAwinter	3	3488.0
1998	SNEMAwinter	3	3043.0
1999	SNEMAwinter	3	4062.0
2000	SNEMAwinter	3	3436.0
2001	SNEMAwinter	3	3503.0
2002	SNEMAwinter	3	1897.0
2003	SNEMAwinter	3	1802.0
2004	SNEMAwinter	3	999.0
2005	SNEMAwinter	3	765.0
2006	SNEMAwinter	3	1598.0
2007	SNEMAwinter	3	1460.0
2008	SNEMAwinter	3	699.0
2009	SNEMAwinter	3	271.0
2010	SNEMAwinter	3	150.0
2011	SNEMAwinter	3	222.0
2012	SNEMAwinter	3	336.0
2013	SNEMAwinter	3	386.0
2014	SNEMAwinter	3	223.0
1981	SNEMAwinter	4	3608.0
1982	SNEMAwinter	4	3713.0
1983	SNEMAwinter	4	6111.0
1984	SNEMAwinter	4	4890.0
1985	SNEMAwinter	4	6013.0
1986	SNEMAwinter	4	4218.0
1987	SNEMAwinter	4	3084.0
1988	SNEMAwinter	4	3963.0
1989	SNEMAwinter	4	3541.0
1990	SNEMAwinter	4	2933.0
1991	SNEMAwinter	4	3349.0
1992	SNEMAwinter	4	2582.0
1993	SNEMAwinter	4	1897.0
1994	SNEMAwinter	4	1280.0
1995	SNEMAwinter	4	2202.0
1996	SNEMAwinter	4	2181.0
1997	SNEMAwinter	4	2252.0
1998	SNEMAwinter	4	1788.0
1999	SNEMAwinter	4	1577.0
2000	SNEMAwinter	4	2473.0
2001	SNEMAwinter	4	2274.0
2002	SNEMAwinter	4	1830.0
2003	SNEMAwinter	4	1199.0
2004	SNEMAwinter	4	858.0
2005	SNEMAwinter	4	755.0
2006	SNEMAwinter	4	686.0
2007	SNEMAwinter	4	1010.0
2008	SNEMAwinter	4	725.0
2009	SNEMAwinter	4	268.0
2010	SNEMAwinter	4	159.0
2011	SNEMAwinter	4	216.0
2012	SNEMAwinter	4	305.0
2013	SNEMAwinter	4	561.0
2014	SNEMAwinter	4	242.0
1981	SNEMAwinter	5	666.0
1982	SNEMAwinter	5	608.0
1983	SNEMAwinter	5	1791.0
1984	SNEMAwinter	5	1770.0
1985	SNEMAwinter	5	2922.0
1986	SNEMAwinter	5	1053.0
1987	SNEMAwinter	5	2690.0
1988	SNEMAwinter	5	1206.0
1989	SNEMAwinter	5	861.0
1990	SNEMAwinter	5	768.0
1991	SNEMAwinter	5	860.0
1992	SNEMAwinter	5	673.0
1993	SNEMAwinter	5	714.0
1994	SNEMAwinter	5	337.0
1995	SNEMAwinter	5	506.0
1996	SNEMAwinter	5	556.0
1997	SNEMAwinter	5	584.0
1998	SNEMAwinter	5	555.0
1999	SNEMAwinter	5	375.0
2000	SNEMAwinter	5	822.0
2001	SNEMAwinter	5	883.0
2002	SNEMAwinter	5	925.0
2003	SNEMAwinter	5	501.0
2004	SNEMAwinter	5	331.0
2005	SNEMAwinter	5	328.0
2006	SNEMAwinter	5	277.0
2007	SNEMAwinter	5	290.0
2008	SNEMAwinter	5	278.0
2009	SNEMAwinter	5	211.0
2010	SNEMAwinter	5	87.0
2011	SNEMAwinter	5	106.0
2012	SNEMAwinter	5	141.0
2013	SNEMAwinter	5	201.0
2014	SNEMAwinter	5	196.0
1981	SNEMAwinter	6	182.0
1982	SNEMAwinter	6	212.0
1983	SNEMAwinter	6	695.0
1984	SNEMAwinter	6	873.0
1985	SNEMAwinter	6	1819.0
1986	SNEMAwinter	6	442.0
1987	SNEMAwinter	6	751.0
1988	SNEMAwinter	6	978.0
1989	SNEMAwinter	6	226.0
1990	SNEMAwinter	6	196.0
1991	SNEMAwinter	6	252.0
1992	SNEMAwinter	6	162.0
1993	SNEMAwinter	6	188.0
1994	SNEMAwinter	6	97.0
1995	SNEMAwinter	6	83.0
1996	SNEMAwinter	6	129.0
1997	SNEMAwinter	6	96.0
1998	SNEMAwinter	6	185.0
1999	SNEMAwinter	6	82.0
2000	SNEMAwinter	6	146.0
2001	SNEMAwinter	6	231.0
2002	SNEMAwinter	6	324.0
2003	SNEMAwinter	6	223.0
2004	SNEMAwinter	6	223.0
2005	SNEMAwinter	6	134.0
2006	SNEMAwinter	6	133.0
2007	SNEMAwinter	6	84.0
2008	SNEMAwinter	6	126.0
2009	SNEMAwinter	6	66.0
2010	SNEMAwinter	6	52.0
2011	SNEMAwinter	6	73.0
2012	SNEMAwinter	6	56.0
2013	SNEMAwinter	6	123.0
2014	SNEMAwinter	6	154.0
1981	SNEMAwinter	7	111.0
1982	SNEMAwinter	7	202.0
1983	SNEMAwinter	7	544.0
1984	SNEMAwinter	7	803.0
1985	SNEMAwinter	7	1404.0
1986	SNEMAwinter	7	357.0
1987	SNEMAwinter	7	424.0
1988	SNEMAwinter	7	303.0
1989	SNEMAwinter	7	214.0
1990	SNEMAwinter	7	142.0
1991	SNEMAwinter	7	113.0
1992	SNEMAwinter	7	53.0
1993	SNEMAwinter	7	138.0
1994	SNEMAwinter	7	39.0
1995	SNEMAwinter	7	20.0
1996	SNEMAwinter	7	40.0
1997	SNEMAwinter	7	39.0
1998	SNEMAwinter	7	74.0
1999	SNEMAwinter	7	18.0
2000	SNEMAwinter	7	72.0
2001	SNEMAwinter	7	124.0
2002	SNEMAwinter	7	115.0
2003	SNEMAwinter	7	136.0
2004	SNEMAwinter	7	167.0
2005	SNEMAwinter	7	81.0
2006	SNEMAwinter	7	108.0
2007	SNEMAwinter	7	42.0
2008	SNEMAwinter	7	66.0
2009	SNEMAwinter	7	30.0
2010	SNEMAwinter	7	35.0
2011	SNEMAwinter	7	53.0
2012	SNEMAwinter	7	55.0
2013	SNEMAwinter	7	91.0
2014	SNEMAwinter	7	137.0
1980	plaice	1	5.0
1981	plaice	1	5.0
1982	plaice	1	10.0
1983	plaice	1	15.0
1984	plaice	1	3.0
1985	plaice	1	65.0
1986	plaice	1	59.0
1987	plaice	1	38.0
1988	plaice	1	314.0
1989	plaice	1	15.0
1990	plaice	1	0.0
1991	plaice	1	0.0
1992	plaice	1	10.0
1993	plaice	1	22.0
1994	plaice	1	58.0
1995	plaice	1	46.0
1996	plaice	1	12.0
1997	plaice	1	15.0
1998	plaice	1	37.0
1999	plaice	1	4.0
2000	plaice	1	3.0
2001	plaice	1	0.0
2002	plaice	1	1.0
2003	plaice	1	12.0
2004	plaice	1	6.0
2005	plaice	1	34.0
2006	plaice	1	29.0
2007	plaice	1	161.0
2008	plaice	1	15.0
2009	plaice	1	1.0
2010	plaice	1	0.0
2011	plaice	1	5.0
2012	plaice	1	4.0
2013	plaice	1	0.0
2014	plaice	1	0.0
1980	plaice	2	99.0
1981	plaice	2	982.0
1982	plaice	2	603.0
1983	plaice	2	663.0
1984	plaice	2	370.0
1985	plaice	2	158.0
1986	plaice	2	639.0
1987	plaice	2	590.0
1988	plaice	2	786.0
1989	plaice	2	2346.0
1990	plaice	2	1074.0
1991	plaice	2	240.0
1992	plaice	2	250.0
1993	plaice	2	278.0
1994	plaice	2	884.0
1995	plaice	2	2565.0
1996	plaice	2	1292.0
1997	plaice	2	638.0
1998	plaice	2	87.0
1999	plaice	2	216.0
2000	plaice	2	309.0
2001	plaice	2	93.0
2002	plaice	2	13.0
2003	plaice	2	691.0
2004	plaice	2	139.0
2005	plaice	2	286.0
2006	plaice	2	88.0
2007	plaice	2	238.0
2008	plaice	2	55.0
2009	plaice	2	52.0
2010	plaice	2	496.0
2011	plaice	2	192.0
2012	plaice	2	436.0
2013	plaice	2	27.0
2014	plaice	2	6.0
1980	plaice	3	1072.0
1981	plaice	3	2192.0
1982	plaice	3	3349.0
1983	plaice	3	1478.0
1984	plaice	3	991.0
1985	plaice	3	1217.0
1986	plaice	3	738.0
1987	plaice	3	1840.0
1988	plaice	3	1840.0
1989	plaice	3	2713.0
1990	plaice	3	4923.0
1991	plaice	3	1011.0
1992	plaice	3	933.0
1993	plaice	3	557.0
1994	plaice	3	409.0
1995	plaice	3	1890.0
1996	plaice	3	1546.0
1997	plaice	3	388.0
1998	plaice	3	323.0
1999	plaice	3	178.0
2000	plaice	3	510.0
2001	plaice	3	468.0
2002	plaice	3	111.0
2003	plaice	3	49.0
2004	plaice	3	224.0
2005	plaice	3	110.0
2006	plaice	3	131.0
2007	plaice	3	226.0
2008	plaice	3	144.0
2009	plaice	3	92.0
2010	plaice	3	425.0
2011	plaice	3	141.0
2012	plaice	3	357.0
2013	plaice	3	159.0
2014	plaice	3	59.0
1980	plaice	4	2672.0
1981	plaice	4	5056.0
1982	plaice	4	4575.0
1983	plaice	4	5174.0
1984	plaice	4	2422.0
1985	plaice	4	1336.0
1986	plaice	4	2284.0
1987	plaice	4	1439.0
1988	plaice	4	1833.0
1989	plaice	4	2676.0
1990	plaice	4	4023.0
1991	plaice	4	6134.0
1992	plaice	4	1856.0
1993	plaice	4	2210.0
1994	plaice	4	1779.0
1995	plaice	4	2745.0
1996	plaice	4	4118.0
1997	plaice	4	2597.0
1998	plaice	4	849.0
1999	plaice	4	1193.0
2000	plaice	4	956.0
2001	plaice	4	1142.0
2002	plaice	4	787.0
2003	plaice	4	329.0
2004	plaice	4	441.0
2005	plaice	4	464.0
2006	plaice	4	534.0
2007	plaice	4	647.0
2008	plaice	4	539.0
2009	plaice	4	469.0
2010	plaice	4	514.0
2011	plaice	4	196.0
2012	plaice	4	301.0
2013	plaice	4	303.0
2014	plaice	4	369.0
1980	plaice	5	3939.0
1981	plaice	5	5338.0
1982	plaice	5	4504.0
1983	plaice	5	4915.0
1984	plaice	5	6031.0
1985	plaice	5	2405.0
1986	plaice	5	1700.0
1987	plaice	5	2282.0
1988	plaice	5	1597.0
1989	plaice	5	1589.0
1990	plaice	5	2156.0
1991	plaice	5	4966.0
1992	plaice	5	6148.0
1993	plaice	5	2584.0
1994	plaice	5	2937.0
1995	plaice	5	3473.0
1996	plaice	5	2831.0
1997	plaice	5	3946.0
1998	plaice	5	2716.0
1999	plaice	5	1701.0
2000	plaice	5	1743.0
2001	plaice	5	2437.0
2002	plaice	5	1468.0
2003	plaice	5	1327.0
2004	plaice	5	938.0
2005	plaice	5	1053.0
2006	plaice	5	823.0
2007	plaice	5	815.0
2008	plaice	5	898.0
2009	plaice	5	1023.0
2010	plaice	5	741.0
2011	plaice	5	413.0
2012	plaice	5	540.0
2013	plaice	5	386.0
2014	plaice	5	432.0
1980	plaice	6	3933.0
1981	plaice	6	3649.0
1982	plaice	6	3599.0
1983	plaice	6	3910.0
1984	plaice	6	3244.0
1985	plaice	6	2872.0
1986	plaice	6	1476.0
1987	plaice	6	1337.0
1988	plaice	6	1444.0
1989	plaice	6	864.0
1990	plaice	6	739.0
1991	plaice	6	1275.0
1992	plaice	6	2682.0
1993	plaice	6	2654.0
1994	plaice	6	1349.0
1995	plaice	6	1914.0
1996	plaice	6	1548.0
1997	plaice	6	1781.0
1998	plaice	6	2477.0
1999	plaice	6	2415.0
2000	plaice	6	2274.0
2001	plaice	6	2285.0
2002	plaice	6	1826.0
2003	plaice	6	1294.0
2004	plaice	6	1225.0
2005	plaice	6	808.0
2006	plaice	6	563.0
2007	plaice	6	505.0
2008	plaice	6	576.0
2009	plaice	6	1008.0
2010	plaice	6	1132.0
2011	plaice	6	883.0
2012	plaice	6	589.0
2013	plaice	6	585.0
2014	plaice	6	263.0
1980	plaice	7	3632.0
1981	plaice	7	2401.0
1982	plaice	7	3298.0
1983	plaice	7	2269.0
1984	plaice	7	1936.0
1985	plaice	7	2228.0
1986	plaice	7	1307.0
1987	plaice	7	895.0
1988	plaice	7	553.0
1989	plaice	7	857.0
1990	plaice	7	384.0
1991	plaice	7	329.0
1992	plaice	7	862.0
1993	plaice	7	1387.0
1994	plaice	7	1160.0
1995	plaice	7	661.0
1996	plaice	7	582.0
1997	plaice	7	640.0
1998	plaice	7	1067.0
1999	plaice	7	1393.0
2000	plaice	7	1775.0
2001	plaice	7	1609.0
2002	plaice	7	1200.0
2003	plaice	7	733.0
2004	plaice	7	519.0
2005	plaice	7	459.0
2006	plaice	7	367.0
2007	plaice	7	229.0
2008	plaice	7	349.0
2009	plaice	7	580.0
2010	plaice	7	691.0
2011	plaice	7	869.0
2012	plaice	7	727.0
2013	plaice	7	379.0
2014	plaice	7	626.0
1980	plaice	8	1185.0
1981	plaice	8	1582.0
1982	plaice	8	2038.0
1983	plaice	8	1271.0
1984	plaice	8	580.0
1985	plaice	8	1081.0
1986	plaice	8	631.0
1987	plaice	8	543.0
1988	plaice	8	270.0
1989	plaice	8	552.0
1990	plaice	8	416.0
1991	plaice	8	167.0
1992	plaice	8	191.0
1993	plaice	8	265.0
1994	plaice	8	598.0
1995	plaice	8	594.0
1996	plaice	8	244.0
1997	plaice	8	182.0
1998	plaice	8	319.0
1999	plaice	8	490.0
2000	plaice	8	569.0
2001	plaice	8	922.0
2002	plaice	8	520.0
2003	plaice	8	548.0
2004	plaice	8	372.0
2005	plaice	8	184.0
2006	plaice	8	195.0
2007	plaice	8	101.0
2008	plaice	8	185.0
2009	plaice	8	440.0
2010	plaice	8	246.0
2011	plaice	8	483.0
2012	plaice	8	762.0
2013	plaice	8	456.0
2014	plaice	8	194.0
1980	plaice	9	1139.0
1981	plaice	9	645.0
1982	plaice	9	1256.0
1983	plaice	9	701.0
1984	plaice	9	274.0
1985	plaice	9	438.0
1986	plaice	9	255.0
1987	plaice	9	187.0
1988	plaice	9	177.0
1989	plaice	9	196.0
1990	plaice	9	193.0
1991	plaice	9	203.0
1992	plaice	9	131.0
1993	plaice	9	287.0
1994	plaice	9	235.0
1995	plaice	9	211.0
1996	plaice	9	127.0
1997	plaice	9	85.0
1998	plaice	9	60.0
1999	plaice	9	150.0
2000	plaice	9	138.0
2001	plaice	9	296.0
2002	plaice	9	285.0
2003	plaice	9	274.0
2004	plaice	9	200.0
2005	plaice	9	101.0
2006	plaice	9	101.0
2007	plaice	9	59.0
2008	plaice	9	93.0
2009	plaice	9	142.0
2010	plaice	9	140.0
2011	plaice	9	127.0
2012	plaice	9	335.0
2013	plaice	9	364.0
2014	plaice	9	192.0
1980	plaice	10	850.0
1981	plaice	10	440.0
1982	plaice	10	737.0
1983	plaice	10	449.0
1984	plaice	10	307.0
1985	plaice	10	267.0
1986	plaice	10	105.0
1987	plaice	10	62.0
1988	plaice	10	88.0
1989	plaice	10	104.0
1990	plaice	10	96.0
1991	plaice	10	98.0
1992	plaice	10	118.0
1993	plaice	10	151.0
1994	plaice	10	150.0
1995	plaice	10	53.0
1996	plaice	10	37.0
1997	plaice	10	66.0
1998	plaice	10	57.0
1999	plaice	10	42.0
2000	plaice	10	70.0
2001	plaice	10	57.0
2002	plaice	10	163.0
2003	plaice	10	151.0
2004	plaice	10	79.0
2005	plaice	10	44.0
2006	plaice	10	61.0
2007	plaice	10	26.0
2008	plaice	10	89.0
2009	plaice	10	46.0
2010	plaice	10	107.0
2011	plaice	10	70.0
2012	plaice	10	103.0
2013	plaice	10	181.0
2014	plaice	10	153.0
1980	plaice	11	1380.0
1981	plaice	11	621.0
1982	plaice	11	718.0
1983	plaice	11	911.0
1984	plaice	11	769.0
1985	plaice	11	182.0
1986	plaice	11	100.0
1987	plaice	11	60.0
1988	plaice	11	55.0
1989	plaice	11	118.0
1990	plaice	11	161.0
1991	plaice	11	105.0
1992	plaice	11	93.0
1993	plaice	11	125.0
1994	plaice	11	291.0
1995	plaice	11	50.0
1996	plaice	11	70.0
1997	plaice	11	116.0
1998	plaice	11	155.0
1999	plaice	11	79.0
2000	plaice	11	20.0
2001	plaice	11	53.0
2002	plaice	11	178.0
2003	plaice	11	117.0
2004	plaice	11	76.0
2005	plaice	11	51.0
2006	plaice	11	44.0
2007	plaice	11	24.0
2008	plaice	11	61.0
2009	plaice	11	90.0
2010	plaice	11	78.0
2011	plaice	11	51.0
2012	plaice	11	97.0
2013	plaice	11	83.0
2014	plaice	11	147.0
1985	CCGOMyt	1	686.0
1986	CCGOMyt	1	95.0
1987	CCGOMyt	1	19.0
1988	CCGOMyt	1	452.0
1989	CCGOMyt	1	118.0
1990	CCGOMyt	1	84.0
1991	CCGOMyt	1	465.0
1992	CCGOMyt	1	1709.0
1993	CCGOMyt	1	159.0
1994	CCGOMyt	1	19.0
1995	CCGOMyt	1	37.0
1996	CCGOMyt	1	26.0
1997	CCGOMyt	1	8.0
1998	CCGOMyt	1	38.0
1999	CCGOMyt	1	9.0
2000	CCGOMyt	1	2.0
2001	CCGOMyt	1	20.0
2002	CCGOMyt	1	58.0
2003	CCGOMyt	1	10.0
2004	CCGOMyt	1	13.0
2005	CCGOMyt	1	15.0
2006	CCGOMyt	1	7.0
2007	CCGOMyt	1	6.0
2008	CCGOMyt	1	2.0
2009	CCGOMyt	1	9.0
2010	CCGOMyt	1	3.0
2011	CCGOMyt	1	1.0
2012	CCGOMyt	1	8.0
2013	CCGOMyt	1	22.0
2014	CCGOMyt	1	26.0
1985	CCGOMyt	2	1245.0
1986	CCGOMyt	2	4225.0
1987	CCGOMyt	2	1885.0
1988	CCGOMyt	2	2582.0
1989	CCGOMyt	2	2297.0
1990	CCGOMyt	2	2897.0
1991	CCGOMyt	2	1372.0
1992	CCGOMyt	2	3979.0
1993	CCGOMyt	2	425.0
1994	CCGOMyt	2	817.0
1995	CCGOMyt	2	526.0
1996	CCGOMyt	2	787.0
1997	CCGOMyt	2	1480.0
1998	CCGOMyt	2	495.0
1999	CCGOMyt	2	743.0
2000	CCGOMyt	2	1114.0
2001	CCGOMyt	2	1342.0
2002	CCGOMyt	2	1204.0
2003	CCGOMyt	2	859.0
2004	CCGOMyt	2	475.0
2005	CCGOMyt	2	494.0
2006	CCGOMyt	2	189.0
2007	CCGOMyt	2	267.0
2008	CCGOMyt	2	104.0
2009	CCGOMyt	2	261.0
2010	CCGOMyt	2	133.0
2011	CCGOMyt	2	142.0
2012	CCGOMyt	2	278.0
2013	CCGOMyt	2	218.0
2014	CCGOMyt	2	298.0
1985	CCGOMyt	3	907.0
1986	CCGOMyt	3	785.0
1987	CCGOMyt	3	2331.0
1988	CCGOMyt	3	1503.0
1989	CCGOMyt	3	1812.0
1990	CCGOMyt	3	9400.0
1991	CCGOMyt	3	1765.0
1992	CCGOMyt	3	1961.0
1993	CCGOMyt	3	1074.0
1994	CCGOMyt	3	1697.0
1995	CCGOMyt	3	1777.0
1996	CCGOMyt	3	2428.0
1997	CCGOMyt	3	2007.0
1998	CCGOMyt	3	2512.0
1999	CCGOMyt	3	2292.0
2000	CCGOMyt	3	2981.0
2001	CCGOMyt	3	3721.0
2002	CCGOMyt	3	2449.0
2003	CCGOMyt	3	2122.0
2004	CCGOMyt	3	1594.0
2005	CCGOMyt	3	1262.0
2006	CCGOMyt	3	662.0
2007	CCGOMyt	3	760.0
2008	CCGOMyt	3	826.0
2009	CCGOMyt	3	657.0
2010	CCGOMyt	3	644.0
2011	CCGOMyt	3	584.0
2012	CCGOMyt	3	992.0
2013	CCGOMyt	3	550.0
2014	CCGOMyt	3	432.0
1985	CCGOMyt	4	635.0
1986	CCGOMyt	4	304.0
1987	CCGOMyt	4	309.0
1988	CCGOMyt	4	744.0
1989	CCGOMyt	4	298.0
1990	CCGOMyt	4	493.0
1991	CCGOMyt	4	1953.0
1992	CCGOMyt	4	731.0
1993	CCGOMyt	4	795.0
1994	CCGOMyt	4	716.0
1995	CCGOMyt	4	1188.0
1996	CCGOMyt	4	645.0
1997	CCGOMyt	4	847.0
1998	CCGOMyt	4	650.0
1999	CCGOMyt	4	397.0
2000	CCGOMyt	4	1408.0
2001	CCGOMyt	4	849.0
2002	CCGOMyt	4	905.0
2003	CCGOMyt	4	1200.0
2004	CCGOMyt	4	571.0
2005	CCGOMyt	4	585.0
2006	CCGOMyt	4	390.0
2007	CCGOMyt	4	396.0
2008	CCGOMyt	4	494.0
2009	CCGOMyt	4	497.0
2010	CCGOMyt	4	435.0
2011	CCGOMyt	4	576.0
2012	CCGOMyt	4	947.0
2013	CCGOMyt	4	488.0
2014	CCGOMyt	4	349.0
1985	CCGOMyt	5	329.0
1986	CCGOMyt	5	40.0
1987	CCGOMyt	5	116.0
1988	CCGOMyt	5	199.0
1989	CCGOMyt	5	38.0
1990	CCGOMyt	5	35.0
1991	CCGOMyt	5	298.0
1992	CCGOMyt	5	191.0
1993	CCGOMyt	5	111.0
1994	CCGOMyt	5	210.0
1995	CCGOMyt	5	178.0
1996	CCGOMyt	5	104.0
1997	CCGOMyt	5	180.0
1998	CCGOMyt	5	152.0
1999	CCGOMyt	5	32.0
2000	CCGOMyt	5	133.0
2001	CCGOMyt	5	145.0
2002	CCGOMyt	5	109.0
2003	CCGOMyt	5	152.0
2004	CCGOMyt	5	243.0
2005	CCGOMyt	5	82.0
2006	CCGOMyt	5	84.0
2007	CCGOMyt	5	61.0
2008	CCGOMyt	5	119.0
2009	CCGOMyt	5	96.0
2010	CCGOMyt	5	142.0
2011	CCGOMyt	5	268.0
2012	CCGOMyt	5	326.0
2013	CCGOMyt	5	261.0
2014	CCGOMyt	5	80.0
1985	CCGOMyt	6	121.0
1986	CCGOMyt	6	8.0
1987	CCGOMyt	6	53.0
1988	CCGOMyt	6	41.0
1989	CCGOMyt	6	9.0
1990	CCGOMyt	6	28.0
1991	CCGOMyt	6	74.0
1992	CCGOMyt	6	14.0
1993	CCGOMyt	6	54.0
1994	CCGOMyt	6	109.0
1995	CCGOMyt	6	170.0
1996	CCGOMyt	6	9.0
1997	CCGOMyt	6	20.0
1998	CCGOMyt	6	3.0
1999	CCGOMyt	6	7.0
2000	CCGOMyt	6	35.0
2001	CCGOMyt	6	24.0
2002	CCGOMyt	6	34.0
2003	CCGOMyt	6	70.0
2004	CCGOMyt	6	75.0
2005	CCGOMyt	6	48.0
2006	CCGOMyt	6	54.0
2007	CCGOMyt	6	18.0
2008	CCGOMyt	6	26.0
2009	CCGOMyt	6	8.0
2010	CCGOMyt	6	37.0
2011	CCGOMyt	6	46.0
2012	CCGOMyt	6	78.0
2013	CCGOMyt	6	47.0
2014	CCGOMyt	6	16.0
1970	pollock	1	0.0
1971	pollock	1	0.0
1972	pollock	1	0.0
1973	pollock	1	0.0
1974	pollock	1	0.0
1975	pollock	1	0.0
